Time	Longitude	Latitude	Temperature (¡ãC)	Chlorophyll a (mg m-3)	Salinity	¡÷O2/Ar (%)	k (m d-1)	NCP (mmol C m-2 d-1)		
2017/8/3 5:25	115.80 	16.43 	28.52 	0.15 	33.18 	2.1 	5.1 	16.0 		
2017/8/3 5:30	115.79 	16.42 	28.53 	0.14 	33.19 	2.1 	5.1 	15.8 		
2017/8/3 5:35	115.78 	16.41 	28.55 	0.15 	33.20 	2.0 	5.1 	15.0 		
2017/8/3 5:40	115.77 	16.41 	28.57 	0.15 	33.21 	2.1 	5.1 	15.7 		
2017/8/3 5:45	115.76 	16.40 	28.60 	0.15 	33.23 	2.0 	5.2 	15.2 		
2017/8/3 5:50	115.76 	16.39 	28.62 	0.14 	33.25 	2.0 	5.2 	15.0 		
2017/8/3 5:55	115.75 	16.39 	28.65 	0.15 	33.27 	1.9 	5.2 	14.3 		
2017/8/3 6:00	115.74 	16.38 	28.68 	0.14 	33.29 	2.0 	5.2 	15.1 		
2017/8/3 6:05	115.73 	16.37 	28.69 	0.14 	33.31 	2.0 	5.3 	15.2 		
2017/8/3 6:10	115.72 	16.37 	28.71 	0.13 	33.32 	1.9 	5.3 	14.3 		
2017/8/3 6:15	115.71 	16.36 	28.73 	0.14 	33.34 	1.9 	5.3 	14.5 		
2017/8/3 6:20	115.70 	16.36 	28.74 	0.13 	33.35 	1.9 	5.3 	14.7 		
2017/8/3 6:25	115.69 	16.35 	28.75 	0.13 	33.36 	1.9 	5.3 	14.6 		
2017/8/3 6:30	115.68 	16.35 	28.76 	0.13 	33.36 	2.0 	5.3 	15.0 		
2017/8/3 6:35	115.67 	16.34 	28.76 	0.13 	33.37 	2.0 	5.3 	15.1 		
2017/8/3 6:40	115.66 	16.33 	28.77 	0.13 	33.39 	2.0 	5.3 	15.0 		
2017/8/3 6:45	115.65 	16.33 	28.78 	0.12 	33.41 	2.0 	5.3 	15.0 		
2017/8/3 6:50	115.64 	16.32 	28.78 	0.12 	33.43 	2.0 	5.3 	15.1 		
2017/8/3 6:55	115.63 	16.32 	28.79 	0.12 	33.46 	1.9 	5.3 	14.3 		
2017/8/3 7:00	115.62 	16.31 	28.80 	0.12 	33.49 	2.0 	5.2 	15.2 		
2017/8/3 7:05	115.61 	16.30 	28.81 	0.12 	33.51 	2.0 	5.2 	14.7 		
2017/8/3 7:10	115.60 	16.30 	28.83 	0.12 	33.53 	2.0 	5.2 	14.9 		
2017/8/3 7:15	115.59 	16.29 	28.86 	0.13 	33.56 	2.0 	5.2 	15.0 		
2017/8/3 7:20	115.58 	16.29 	28.88 	0.12 	33.58 	2.0 	5.2 	15.2 		
2017/8/3 7:25	115.57 	16.28 	28.90 	0.12 	33.59 	2.0 	5.2 	14.8 		
2017/8/3 7:30	115.55 	16.27 	28.87 	0.11 	33.59 	2.0 	5.2 	14.7 		
2017/8/3 7:35	115.54 	16.27 	28.83 	0.11 	33.60 	2.1 	5.2 	15.6 		
2017/8/3 7:40	115.53 	16.26 	28.79 	0.12 	33.60 	2.2 	5.2 	16.3 		
2017/8/3 7:45	115.52 	16.26 	28.78 	0.12 	33.61 	2.1 	5.2 	15.8 		
2017/8/3 7:50	115.51 	16.25 	28.77 	0.12 	33.61 	2.1 	5.2 	15.7 		
2017/8/3 7:55	115.50 	16.24 	28.77 	0.13 	33.61 	2.2 	5.2 	16.2 		
2017/8/3 8:00	115.49 	16.24 	28.78 	0.13 	33.62 	2.1 	4.8 	14.6 		
2017/8/3 8:05	115.48 	16.23 	28.79 	0.13 	33.63 	2.1 	4.8 	14.4 		
2017/8/3 8:10	115.47 	16.22 	28.81 	0.13 	33.64 	2.0 	4.8 	13.7 		
2017/8/3 8:15	115.46 	16.22 	28.82 	0.12 	33.64 	2.0 	4.8 	13.8 		
2017/8/3 8:20	115.45 	16.21 	28.83 	0.12 	33.64 	2.1 	4.8 	14.2 		
2017/8/3 8:25	115.44 	16.21 	28.84 	0.12 	33.65 	2.0 	4.8 	14.3 		
2017/8/3 8:30	115.43 	16.20 	28.85 	0.12 	33.65 	2.1 	4.8 	14.8 		
2017/8/3 8:35	115.42 	16.19 	28.85 	0.12 	33.65 	2.1 	4.8 	14.7 		
2017/8/3 8:40	115.41 	16.19 	28.85 	0.12 	33.65 	2.2 	4.8 	15.1 		
2017/8/3 8:45	115.40 	16.18 	28.84 	0.12 	33.64 	2.1 	4.8 	14.5 		
2017/8/3 8:50	115.39 	16.18 	28.84 	0.12 	33.64 	2.1 	4.8 	14.7 		
2017/8/3 8:55	115.38 	16.17 	28.84 	0.12 	33.64 	2.0 	4.8 	14.2 		
2017/8/3 9:00	115.37 	16.16 	28.85 	0.12 	33.64 	2.0 	4.8 	13.7 		
2017/8/3 9:05	115.36 	16.16 	28.85 	0.12 	33.63 	2.0 	4.8 	13.6 		
2017/8/3 9:10	115.35 	16.15 	28.84 	0.12 	33.62 	2.0 	4.8 	13.9 		
2017/8/3 9:15	115.34 	16.14 	28.83 	0.11 	33.62 	2.0 	4.8 	14.0 		
2017/8/3 9:20	115.33 	16.14 	28.83 	0.12 	33.61 	2.1 	4.8 	14.2 		
2017/8/3 9:25	115.32 	16.13 	28.83 	0.12 	33.61 	2.0 	4.8 	13.5 		
2017/8/3 9:30	115.31 	16.13 	28.83 	0.12 	33.60 	2.1 	4.8 	14.3 		
2017/8/3 9:35	115.30 	16.12 	28.84 	0.13 	33.60 	2.0 	4.9 	14.4 		
2017/8/3 9:40	115.29 	16.12 	28.85 	0.13 	33.60 	1.9 	4.9 	13.7 		
2017/8/3 9:45	115.28 	16.11 	28.85 	0.12 	33.60 	2.0 	4.9 	13.9 		
2017/8/3 9:50	115.27 	16.10 	28.85 	0.12 	33.60 	2.0 	4.9 	14.3 		
2017/8/3 9:55	115.26 	16.10 	28.86 	0.12 	33.60 	1.9 	4.9 	13.3 		
2017/8/3 10:00	115.25 	16.09 	28.86 	0.12 	33.60 	1.9 	4.9 	13.6 		
2017/8/3 10:05	115.24 	16.09 	28.86 	0.12 	33.59 	1.8 	4.9 	12.5 		
2017/8/3 10:10	115.23 	16.08 	28.87 	0.12 	33.59 	1.8 	4.9 	12.8 		
2017/8/3 10:15	115.22 	16.07 	28.88 	0.12 	33.58 	1.8 	4.9 	12.7 		
2017/8/3 10:20	115.21 	16.07 	28.88 	0.11 	33.57 	1.7 	4.9 	12.3 		
2017/8/3 10:25	115.20 	16.06 	28.89 	0.11 	33.57 	1.9 	4.9 	13.2 		
2017/8/3 10:30	115.19 	16.06 	28.89 	0.12 	33.56 	1.7 	4.9 	12.3 		
2017/8/3 10:35	115.18 	16.05 	28.89 	0.12 	33.56 	1.8 	4.9 	12.7 		
2017/8/3 10:40	115.17 	16.05 	28.89 	0.12 	33.55 	1.8 	4.9 	13.0 		
2017/8/3 10:45	115.16 	16.04 	28.89 	0.12 	33.55 	1.8 	4.9 	12.8 		
2017/8/3 10:50	115.15 	16.03 	28.89 	0.11 	33.54 	1.7 	4.9 	12.3 		
2017/8/3 10:55	115.14 	16.03 	28.89 	0.11 	33.53 	1.8 	4.9 	13.0 		
2017/8/3 11:00	115.12 	16.02 	28.88 	0.12 	33.52 	1.7 	4.8 	12.1 		
2017/8/3 11:05	115.11 	16.02 	28.88 	0.11 	33.51 	1.8 	4.8 	12.5 		
2017/8/3 11:10	115.10 	16.01 	28.88 	0.11 	33.50 	1.9 	4.8 	13.2 		
2017/8/3 11:15	115.09 	16.01 	28.89 	0.12 	33.49 	1.8 	4.8 	12.4 		
2017/8/3 11:20	115.08 	16.01 	28.89 	0.12 	33.49 	1.9 	4.8 	13.2 		
2017/8/3 15:00	115.14 	16.05 	29.01 	0.11 	33.51 	1.8 	4.9 	12.9 		
2017/8/3 15:05	115.14 	16.04 	29.00 	0.11 	33.51 	1.6 	4.9 	11.3 		
2017/8/3 15:10	115.13 	16.04 	29.00 	0.11 	33.51 	1.7 	4.9 	12.1 		
2017/8/3 15:15	115.13 	16.03 	28.98 	0.10 	33.50 	1.6 	4.9 	11.1 		
2017/8/3 15:20	115.12 	16.02 	28.99 	0.12 	33.50 	1.8 	4.8 	12.3 		
2017/8/3 15:25	115.11 	16.01 	29.01 	0.12 	33.49 	1.6 	4.8 	11.4 		
2017/8/3 15:30	115.11 	16.00 	29.03 	0.12 	33.49 	1.6 	4.8 	11.0 		
2017/8/3 15:35	115.10 	15.99 	29.04 	0.12 	33.48 	1.7 	4.8 	11.4 		
2017/8/3 15:40	115.09 	15.98 	29.05 	0.12 	33.47 	1.7 	4.8 	11.6 		
2017/8/3 15:45	115.09 	15.97 	29.05 	0.11 	33.45 	1.7 	4.8 	11.9 		
2017/8/3 15:50	115.08 	15.96 	29.04 	0.10 	33.44 	1.6 	4.8 	11.0 		
2017/8/3 15:55	115.07 	15.95 	29.02 	0.10 	33.43 	1.7 	4.8 	11.7 		
2017/8/3 16:00	115.07 	15.94 	29.00 	0.11 	33.43 	1.6 	4.8 	11.4 		
2017/8/3 16:05	115.06 	15.93 	28.99 	0.10 	33.42 	1.6 	4.8 	11.3 		
2017/8/3 16:10	115.05 	15.92 	28.99 	0.11 	33.42 	1.6 	4.8 	11.2 		
2017/8/3 16:15	115.05 	15.91 	29.00 	0.11 	33.42 	1.7 	4.8 	11.4 		
2017/8/3 16:20	115.04 	15.90 	29.00 	0.11 	33.42 	1.6 	4.8 	11.4 		
2017/8/3 16:25	115.03 	15.89 	29.01 	0.11 	33.42 	1.6 	4.8 	11.0 		
2017/8/3 16:30	115.03 	15.88 	29.02 	0.11 	33.43 	1.7 	4.8 	11.5 		
2017/8/3 16:35	115.02 	15.87 	29.02 	0.11 	33.43 	1.6 	4.9 	11.8 		
2017/8/3 16:40	115.01 	15.86 	29.01 	0.11 	33.43 	1.5 	4.9 	10.9 		
2017/8/3 16:45	115.01 	15.85 	28.99 	0.10 	33.44 	1.5 	4.9 	10.7 		
2017/8/3 16:50	115.00 	15.84 	28.99 	0.11 	33.46 	1.7 	4.9 	12.1 		
2017/8/3 16:55	114.99 	15.83 	29.02 	0.11 	33.49 	1.5 	4.9 	10.9 		
2017/8/3 17:00	114.99 	15.82 	29.05 	0.12 	33.50 	1.4 	4.9 	10.3 		
2017/8/3 17:05	114.98 	15.81 	29.06 	0.10 	33.51 	1.4 	4.9 	10.3 		
2017/8/3 17:10	114.97 	15.80 	29.05 	0.10 	33.51 	1.4 	4.9 	9.8 		
2017/8/3 17:15	114.97 	15.79 	29.04 	0.10 	33.49 	1.5 	4.9 	10.7 		
2017/8/3 17:20	114.96 	15.78 	29.02 	0.10 	33.48 	1.6 	4.9 	11.3 		
2017/8/3 17:25	114.95 	15.77 	29.01 	0.10 	33.47 	1.5 	4.9 	10.5 		
2017/8/3 17:30	114.95 	15.76 	29.00 	0.10 	33.46 	1.4 	4.9 	9.9 		
2017/8/3 17:35	114.94 	15.75 	28.99 	0.11 	33.46 	1.4 	4.9 	10.2 		
2017/8/3 17:40	114.93 	15.74 	28.99 	0.11 	33.46 	1.5 	4.9 	10.5 		
2017/8/3 17:45	114.93 	15.73 	29.01 	0.11 	33.46 	1.4 	4.9 	10.1 		
2017/8/3 17:50	114.92 	15.72 	29.02 	0.12 	33.47 	1.5 	4.9 	10.3 		
2017/8/3 17:55	114.91 	15.71 	29.03 	0.11 	33.47 	1.5 	4.9 	10.5 		
2017/8/3 18:00	114.91 	15.70 	29.04 	0.12 	33.47 	1.3 	4.9 	9.5 		
2017/8/3 18:05	114.90 	15.69 	29.02 	0.11 	33.46 	1.4 	4.9 	10.1 		
2017/8/3 18:10	114.89 	15.68 	28.99 	0.10 	33.45 	1.4 	4.9 	10.2 		
2017/8/3 18:15	114.89 	15.68 	28.96 	0.10 	33.44 	1.4 	4.9 	10.2 		
2017/8/3 18:20	114.88 	15.67 	28.93 	0.11 	33.43 	1.4 	4.9 	10.1 		
2017/8/3 18:25	114.87 	15.66 	28.90 	0.11 	33.42 	1.3 	4.8 	9.1 		
2017/8/3 18:30	114.86 	15.65 	28.89 	0.11 	33.43 	1.5 	4.8 	10.2 		
2017/8/3 18:35	114.86 	15.64 	28.89 	0.11 	33.43 	1.4 	4.8 	9.5 		
2017/8/3 18:40	114.85 	15.63 	28.89 	0.12 	33.43 	1.3 	4.8 	9.2 		
2017/8/3 18:45	114.84 	15.62 	28.88 	0.12 	33.43 	1.3 	4.3 	8.3 		
2017/8/3 18:50	114.83 	15.61 	28.87 	0.12 	33.43 	1.4 	4.4 	9.0 		
2017/8/3 18:55	114.83 	15.60 	28.90 	0.12 	33.45 	1.4 	4.4 	9.2 		
2017/8/3 19:00	114.82 	15.59 	28.92 	0.12 	33.47 	1.3 	4.5 	8.7 		
2017/8/3 19:05	114.81 	15.57 	28.93 	0.12 	33.47 	1.5 	4.5 	9.5 		
2017/8/3 19:10	114.80 	15.56 	28.94 	0.12 	33.47 	1.5 	4.6 	9.8 		
2017/8/3 19:15	114.80 	15.55 	28.95 	0.12 	33.47 	1.5 	4.6 	10.0 		
2017/8/3 19:20	114.79 	15.54 	28.96 	0.12 	33.47 	1.6 	4.6 	10.5 		
2017/8/3 19:25	114.78 	15.53 	28.98 	0.12 	33.46 	1.6 	4.7 	11.1 		
2017/8/3 19:30	114.77 	15.52 	28.99 	0.12 	33.46 	1.5 	4.7 	10.4 		
2017/8/3 19:35	114.77 	15.51 	29.00 	0.12 	33.46 	1.7 	4.7 	11.4 		
2017/8/3 19:40	114.76 	15.50 	29.01 	0.11 	33.46 	1.7 	4.8 	11.5 		
2017/8/3 19:45	114.76 	15.49 	29.03 	0.11 	33.46 	1.8 	4.8 	12.4 		
2017/8/3 19:50	114.75 	15.48 	29.05 	0.12 	33.45 	1.6 	4.8 	11.2 		
2017/8/3 19:55	114.74 	15.47 	29.06 	0.12 	33.45 	1.7 	4.8 	11.5 		
2017/8/3 20:00	114.74 	15.46 	29.07 	0.11 	33.43 	1.7 	4.8 	11.8 		
2017/8/3 20:05	114.73 	15.45 	29.06 	0.10 	33.42 	1.8 	4.9 	12.6 		
2017/8/3 20:10	114.72 	15.44 	29.06 	0.11 	33.41 	1.9 	4.9 	13.2 		
2017/8/3 20:15	114.72 	15.43 	29.06 	0.11 	33.40 	1.8 	4.9 	12.6 		
2017/8/3 20:20	114.71 	15.42 	29.06 	0.10 	33.40 	1.7 	4.9 	12.4 		
2017/8/3 20:25	114.71 	15.41 	29.06 	0.11 	33.39 	1.9 	4.9 	13.1 		
2017/8/3 20:30	114.70 	15.40 	29.07 	0.11 	33.38 	1.8 	4.9 	12.4 		
2017/8/3 20:35	114.69 	15.39 	29.08 	0.11 	33.38 	1.8 	4.9 	12.6 		
2017/8/3 20:40	114.69 	15.38 	29.09 	0.10 	33.38 	1.7 	4.9 	12.3 		
2017/8/3 20:45	114.68 	15.37 	29.09 	0.11 	33.37 	1.8 	5.1 	12.8 		
2017/8/3 20:50	114.67 	15.36 	29.10 	0.11 	33.37 	1.8 	5.1 	12.9 		
2017/8/3 20:55	114.67 	15.35 	29.10 	0.11 	33.37 	1.7 	5.1 	12.6 		
2017/8/3 21:00	114.66 	15.34 	29.10 	0.10 	33.37 	1.9 	5.1 	13.6 		
2017/8/3 21:05	114.65 	15.33 	29.09 	0.10 	33.36 	1.8 	5.1 	13.5 		
2017/8/3 21:10	114.65 	15.32 	29.08 	0.10 	33.36 	1.8 	5.1 	13.4 		
2017/8/3 21:15	114.64 	15.32 	29.08 	0.10 	33.37 	1.8 	5.1 	13.4 		
2017/8/3 21:20	114.63 	15.31 	29.08 	0.11 	33.37 	1.8 	5.1 	13.2 		
2017/8/3 21:25	114.63 	15.30 	29.07 	0.10 	33.37 	1.7 	5.1 	12.7 		
2017/8/3 21:30	114.62 	15.29 	29.07 	0.11 	33.37 	1.8 	4.9 	12.9 		
2017/8/3 21:35	114.61 	15.28 	29.07 	0.10 	33.37 	1.8 	4.9 	12.7 		
2017/8/3 21:40	114.61 	15.27 	29.08 	0.11 	33.37 	1.8 	4.9 	12.9 		
2017/8/3 21:45	114.60 	15.26 	29.08 	0.11 	33.36 	1.7 	4.9 	12.4 		
2017/8/3 21:50	114.60 	15.25 	29.08 	0.11 	33.36 	1.8 	4.9 	13.1 		
2017/8/4 1:05	114.64 	15.29 	29.03 	0.11 	33.37 	2.0 	5.1 	14.6 		
2017/8/4 1:10	114.64 	15.28 	29.03 	0.11 	33.37 	2.1 	5.1 	15.5 		
2017/8/4 1:15	114.65 	15.27 	29.04 	0.11 	33.37 	2.2 	5.1 	16.3 		
2017/8/4 1:20	114.66 	15.26 	29.04 	0.11 	33.37 	2.1 	5.1 	15.5 		
2017/8/4 1:25	114.67 	15.25 	29.05 	0.11 	33.37 	2.3 	5.1 	16.8 		
2017/8/4 1:30	114.68 	15.24 	29.05 	0.11 	33.37 	2.3 	5.1 	17.2 		
2017/8/4 1:35	114.69 	15.23 	29.05 	0.11 	33.37 	2.4 	5.1 	17.3 		
2017/8/4 1:40	114.70 	15.22 	29.05 	0.11 	33.37 	2.2 	5.1 	16.2 		
2017/8/4 1:45	114.72 	15.22 	29.04 	0.11 	33.36 	2.4 	5.1 	17.7 		
2017/8/4 1:50	114.73 	15.21 	29.04 	0.11 	33.36 	2.4 	5.1 	17.3 		
2017/8/4 1:55	114.74 	15.20 	29.03 	0.11 	33.36 	2.4 	5.0 	17.3 		
2017/8/4 2:00	114.75 	15.19 	29.03 	0.11 	33.34 	2.2 	5.0 	16.1 		
2017/8/4 2:05	114.76 	15.18 	29.02 	0.11 	33.32 	2.2 	5.0 	16.0 		
2017/8/4 2:10	114.77 	15.17 	29.03 	0.11 	33.31 	2.1 	5.0 	15.1 		
2017/8/4 2:15	114.78 	15.16 	29.07 	0.12 	33.33 	2.1 	5.0 	15.4 		
2017/8/4 2:20	114.78 	15.15 	29.09 	0.11 	33.34 	2.0 	5.0 	14.4 		
2017/8/4 10:10	114.89 	15.27 	29.04 	0.11 	33.27 	2.1 	5.0 	15.2 		
2017/8/4 10:15	114.89 	15.26 	29.04 	0.11 	33.27 	1.8 	5.0 	13.3 		
2017/8/4 10:20	114.88 	15.26 	29.04 	0.11 	33.27 	2.0 	5.0 	14.2 		
2017/8/4 10:25	114.87 	15.25 	29.04 	0.11 	33.28 	1.9 	5.0 	13.8 		
2017/8/4 10:30	114.87 	15.24 	29.05 	0.11 	33.28 	1.7 	5.0 	12.5 		
2017/8/4 10:35	114.86 	15.23 	29.06 	0.11 	33.29 	1.8 	5.0 	12.9 		
2017/8/4 10:40	114.85 	15.22 	29.07 	0.11 	33.29 	1.8 	5.0 	12.7 		
2017/8/4 10:45	114.84 	15.22 	29.08 	0.11 	33.30 	1.7 	5.0 	12.2 		
2017/8/4 10:50	114.83 	15.21 	29.09 	0.11 	33.30 	1.9 	5.0 	13.4 		
2017/8/4 10:55	114.83 	15.20 	29.09 	0.10 	33.29 	1.7 	5.0 	12.2 		
2017/8/4 11:00	114.82 	15.19 	29.08 	0.11 	33.29 	1.7 	5.0 	12.3 		
2017/8/4 11:05	114.81 	15.18 	29.08 	0.11 	33.29 	1.8 	4.9 	12.7 		
2017/8/4 11:10	114.80 	15.17 	29.08 	0.10 	33.29 	1.7 	4.9 	12.0 		
2017/8/4 11:15	114.79 	15.17 	29.08 	0.11 	33.30 	1.8 	5.0 	13.2 		
2017/8/4 11:20	114.79 	15.16 	29.09 	0.11 	33.30 	1.9 	5.0 	13.8 		
2017/8/5 1:55	114.94 	15.37 	29.02 	0.11 	33.30 	2.3 	5.0 	16.5 		
2017/8/5 2:00	114.94 	15.36 	29.03 	0.11 	33.31 	2.2 	5.0 	16.3 		
2017/8/5 2:15	114.94 	15.35 	29.04 	0.11 	33.29 	2.0 	5.0 	14.9 		
2017/8/5 2:20	114.94 	15.34 	29.04 	0.11 	33.29 	2.2 	5.0 	15.8 		
2017/8/5 2:25	114.94 	15.33 	29.05 	0.11 	33.29 	2.1 	5.0 	15.3 		
2017/8/5 2:30	114.94 	15.32 	29.06 	0.11 	33.29 	2.0 	5.0 	14.5 		
2017/8/5 2:35	114.94 	15.31 	29.07 	0.11 	33.29 	2.0 	5.0 	14.4 		
2017/8/5 2:40	114.95 	15.30 	29.08 	0.11 	33.30 	2.0 	5.0 	14.4 		
2017/8/5 2:45	114.95 	15.29 	29.08 	0.11 	33.31 	2.0 	5.0 	14.7 		
2017/8/5 2:50	114.95 	15.28 	29.08 	0.10 	33.32 	2.0 	5.0 	14.5 		
2017/8/5 2:55	114.95 	15.26 	29.08 	0.10 	33.34 	2.0 	5.0 	14.5 		
2017/8/5 3:00	114.95 	15.25 	29.08 	0.11 	33.36 	2.0 	5.0 	14.4 		
2017/8/5 3:05	114.95 	15.24 	29.08 	0.11 	33.39 	1.9 	5.0 	13.8 		
2017/8/5 3:10	114.95 	15.23 	29.08 	0.10 	33.41 	2.0 	5.0 	14.3 		
2017/8/5 3:15	114.95 	15.22 	29.06 	0.10 	33.44 	2.0 	5.0 	14.2 		
2017/8/5 3:20	114.95 	15.21 	29.01 	0.10 	33.46 	1.8 	5.0 	13.2 		
2017/8/5 3:25	114.96 	15.19 	28.93 	0.10 	33.47 	2.0 	5.0 	14.6 		
2017/8/5 3:30	114.96 	15.18 	28.82 	0.10 	33.48 	2.0 	5.0 	14.0 		
2017/8/5 3:35	114.96 	15.17 	28.71 	0.11 	33.49 	1.9 	4.9 	13.9 		
2017/8/5 3:40	114.96 	15.16 	28.64 	0.12 	33.50 	1.8 	4.9 	13.0 		
2017/8/5 3:45	114.96 	15.15 	28.59 	0.12 	33.51 	1.8 	4.9 	13.1 		
2017/8/5 3:50	114.96 	15.14 	28.55 	0.13 	33.52 	1.9 	4.9 	13.4 		
2017/8/5 3:55	114.96 	15.12 	28.51 	0.13 	33.53 	1.8 	5.1 	13.4 		
2017/8/5 4:00	114.96 	15.11 	28.45 	0.13 	33.55 	1.8 	5.1 	13.3 		
2017/8/5 4:05	114.96 	15.10 	28.40 	0.14 	33.59 	1.9 	5.1 	14.2 		
2017/8/5 4:10	114.97 	15.09 	28.35 	0.14 	33.62 	2.0 	5.1 	14.9 		
2017/8/5 19:50	115.44 	14.95 	28.45 	0.15 	33.48 	2.3 	4.7 	15.8 		
2017/8/5 19:55	115.45 	14.95 	28.45 	0.15 	33.48 	2.4 	4.8 	16.6 		
2017/8/5 20:00	115.47 	14.95 	28.45 	0.15 	33.47 	2.4 	4.8 	16.6 		
2017/8/5 20:05	115.48 	14.95 	28.46 	0.15 	33.46 	2.3 	4.8 	15.8 		
2017/8/5 20:10	115.50 	14.95 	28.46 	0.15 	33.45 	2.3 	4.8 	16.4 		
2017/8/5 20:15	115.51 	14.95 	28.47 	0.15 	33.45 	2.3 	4.9 	16.3 		
2017/8/5 20:20	115.53 	14.95 	28.48 	0.15 	33.44 	2.3 	4.9 	16.6 		
2017/8/5 20:25	115.54 	14.95 	28.50 	0.15 	33.40 	2.3 	4.9 	16.1 		
2017/8/5 20:30	115.56 	14.95 	28.52 	0.15 	33.37 	2.3 	4.9 	16.7 		
2017/8/5 20:35	115.57 	14.95 	28.53 	0.15 	33.34 	2.3 	4.9 	16.1 		
2017/8/5 20:40	115.58 	14.96 	28.55 	0.15 	33.30 	2.3 	4.7 	16.1 		
2017/8/5 20:45	115.60 	14.96 	28.58 	0.15 	33.27 	2.4 	4.7 	16.2 		
2017/8/5 20:50	115.61 	14.96 	28.61 	0.16 	33.24 	2.3 	4.7 	16.1 		
2017/8/5 20:55	115.63 	14.96 	28.64 	0.15 	33.22 	2.2 	4.8 	15.6 		
2017/8/5 21:00	115.64 	14.96 	28.67 	0.15 	33.19 	2.3 	4.8 	15.9 		
2017/8/5 21:05	115.66 	14.96 	28.70 	0.14 	33.17 	2.3 	4.8 	16.1 		
2017/8/5 21:10	115.67 	14.97 	28.72 	0.15 	33.16 	2.4 	4.8 	16.5 		
2017/8/5 21:15	115.69 	14.97 	28.74 	0.14 	33.15 	2.3 	4.8 	16.1 		
2017/8/5 21:20	115.70 	14.97 	28.74 	0.14 	33.14 	2.2 	4.8 	15.4 		
2017/8/5 21:25	115.72 	14.97 	28.73 	0.14 	33.14 	2.2 	4.8 	15.4 		
2017/8/5 21:30	115.73 	14.97 	28.73 	0.14 	33.14 	2.1 	4.9 	14.8 		
2017/8/5 21:35	115.75 	14.97 	28.73 	0.14 	33.13 	2.2 	4.9 	15.3 		
2017/8/5 21:40	115.76 	14.98 	28.73 	0.14 	33.13 	2.1 	4.9 	14.7 		
2017/8/5 21:45	115.78 	14.98 	28.74 	0.14 	33.13 	2.0 	4.9 	14.5 		
2017/8/5 21:50	115.79 	14.98 	28.73 	0.14 	33.13 	2.0 	4.9 	14.1 		
2017/8/5 21:55	115.81 	14.98 	28.73 	0.14 	33.13 	2.2 	4.9 	15.4 		
2017/8/5 22:00	115.82 	14.98 	28.73 	0.14 	33.13 	2.1 	4.9 	15.1 		
2017/8/5 22:05	115.84 	14.98 	28.74 	0.13 	33.12 	2.1 	4.9 	15.1 		
2017/8/5 22:10	115.85 	14.98 	28.74 	0.15 	33.12 	2.2 	4.9 	15.5 		
2017/8/5 22:15	115.86 	14.98 	28.74 	0.14 	33.12 	2.2 	4.9 	15.9 		
2017/8/5 22:20	115.88 	14.98 	28.74 	0.14 	33.12 	2.0 	5.0 	14.8 		
2017/8/5 22:25	115.90 	14.98 	28.74 	0.14 	33.12 	2.1 	5.0 	15.3 		
2017/8/5 22:30	115.91 	14.99 	28.74 	0.14 	33.12 	2.1 	5.0 	15.6 		
2017/8/5 22:35	115.93 	14.99 	28.74 	0.14 	33.13 	2.2 	5.0 	16.2 		
2017/8/5 22:40	115.94 	14.99 	28.75 	0.13 	33.13 	2.1 	5.0 	15.6 		
